Date,Equipment_ID,Fuel_Litres
2025-01-12,TR004,146.5
2025-01-12,TR005,595.6
2025-01-12,TR006,381.2
2025-01-12,TR007,896.5
2025-01-12,TR008,497.2
2025-01-12,TR009,530.0
2025-01-12,TR010,832.7
2025-01-12,TR011,875.1
2025-01-12,TR012,558.6
2025-01-12,TR013,732.9
2025-01-12,TR014,600.5
2025-01-12,TR015,430.5
2025-01-12,TR016,127.0
2025-01-12,TR017,668.5
2025-01-12,TR018,654.2
2025-01-12,TR019,175.7
2025-01-12,TR020,268.7
2025-01-12,EX001,680.3
2025-01-12,EX002,202.8
2025-01-12,EX003,646.6
2025-01-12,EX004,668.7
2025-01-12,EX005,369.7
2025-01-12,DR001,291.7
2025-01-12,DR002,385.9
2025-01-12,DR003,374.5
2025-01-13,TR001,577.8
2025-01-13,TR002,690.0
2025-01-13,TR003,786.6
2025-01-13,TR004,104.6
2025-01-13,TR005,675.8
2025-01-13,TR006,337.6
2025-01-13,TR007,767.7
2025-01-13,TR008,142.1
2025-01-13,TR009,532.0
2025-01-13,TR010,529.9
2025-01-13,TR011,347.7
2025-01-13,TR012,875.7
2025-01-13,TR013,167.7
2025-01-13,TR014,191.8
2025-01-13,TR015,608.3
2025-01-13,TR016,501.7
2025-01-13,TR017,296.9
2025-01-13,TR018,329.5
2025-01-13,TR019,208.8
2025-01-13,TR020,791.6
2025-01-13,EX001,547.0
2025-01-13,EX002,280.8
2025-01-13,EX003,402.6
2025-01-13,EX004,823.5
2025-01-13,EX005,807.2
2025-01-13,DR001,136.7
2025-01-13,DR002,616.4
2025-01-13,DR003,205.4
2025-01-14,TR001,252.9
2025-01-14,TR002,788.7
2025-01-14,TR003,814.1
2025-01-14,TR004,147.8
2025-01-14,TR005,796.6
2025-01-14,TR006,677.4
2025-01-14,TR007,716.1
2025-01-14,TR008,729.3
2025-01-14,TR009,495.9
2025-01-14,TR010,856.5
2025-01-14,TR011,244.3
2025-01-14,TR012,494.1
2025-01-14,TR013,341.2
2025-01-14,TR014,754.4
2025-01-14,TR015,147.8
2025-01-14,TR016,435.6
2025-01-14,TR017,714.3
2025-01-14,TR018,336.1
2025-01-14,TR019,277.2
2025-01-14,TR020,295.3
2025-01-14,EX001,665.1
2025-01-14,EX002,315.2
2025-01-14,EX003,410.2
2025-01-14,EX004,527.4
2025-01-14,EX005,851.4
2025-01-14,DR001,731.4
2025-01-14,DR002,231.9
2025-01-14,DR003,804.1
2025-01-15,TR001,772.7
2025-01-15,TR002,691.1
2025-01-15,TR003,503.9
2025-01-15,TR004,137.2
2025-01-15,TR005,663.4
2025-01-15,TR006,505.0
2025-01-15,TR007,334.0
2025-01-15,TR008,88.1
2025-01-15,TR009,269.5
2025-01-15,TR010,576.7
2025-01-15,TR011,172.1
2025-01-15,TR012,617.4
2025-01-15,TR013,752.1
2025-01-15,TR014,340.9
2025-01-15,TR015,147.2
2025-01-15,TR016,194.6
2025-01-15,TR017,373.5
2025-01-15,TR018,747.0
2025-01-15,TR019,600.1
2025-01-15,TR020,791.7
2025-01-15,EX001,895.4
2025-01-15,EX002,246.1
2025-01-15,EX003,649.8
2025-01-15,EX004,462.5
2025-01-15,EX005,484.7
2025-01-15,DR001,347.0
2025-01-15,DR002,360.9
2025-01-15,DR003,634.6
2025-01-16,TR001,589.1
2025-01-16,TR002,341.2
2025-01-16,TR003,177.2
2025-01-16,TR004,554.2
2025-01-16,TR005,686.3
2025-01-16,TR006,538.1
2025-01-16,TR007,83.0
2025-01-16,TR008,311.5
2025-01-16,TR009,718.4
2025-01-16,TR010,688.9
2025-01-16,TR011,88.5
2025-01-16,TR012,465.6
2025-01-16,TR013,438.6
2025-01-16,TR014,614.9
2025-01-16,TR015,182.5
2025-01-16,TR016,589.6
2025-01-16,TR017,856.5
2025-01-16,TR018,384.8
2025-01-16,TR019,356.6
2025-01-16,TR020,103.2
2025-01-16,EX001,127.1
2025-01-16,EX002,843.9
2025-01-16,EX003,879.9
2025-01-16,EX004,84.6
2025-01-16,EX005,818.6
2025-01-16,DR001,222.6
2025-01-16,DR002,540.3
2025-01-16,DR003,636.1
2025-01-17,TR001,374.4
2025-01-17,TR002,513.8
2025-01-17,TR003,594.6
2025-01-17,TR004,239.0
2025-01-17,TR005,895.3
2025-01-17,TR006,247.2
2025-01-17,TR007,88.5
2025-01-17,TR008,854.3
2025-01-17,TR009,431.9
2025-01-17,TR010,406.9
2025-01-17,TR011,306.1
2025-01-17,TR012,101.2
2025-01-17,TR013,296.9
2025-01-17,TR014,402.5
2025-01-17,TR015,506.7
2025-01-17,TR016,455.3
2025-01-17,TR017,800.8
2025-01-17,TR018,827.3
2025-01-17,TR019,340.1
2025-01-17,TR020,866.8
2025-01-17,EX001,789.2
2025-01-17,EX002,840.7
2025-01-17,EX003,659.2
2025-01-17,EX004,242.6
2025-01-17,EX005,240.1
2025-01-17,DR001,825.1
2025-01-17,DR002,495.8
2025-01-17,DR003,810.2
2025-01-18,TR001,670.8
2025-01-18,TR002,254.3
2025-01-18,TR003,395.5
2025-01-18,TR004,873.6
2025-01-18,TR005,96.1
2025-01-18,TR006,666.0
2025-01-18,TR007,882.6
2025-01-18,TR008,165.4
2025-01-18,TR009,303.0
2025-01-18,TR010,528.6
2025-01-18,TR011,771.9
2025-01-18,TR012,495.3
2025-01-18,TR013,128.9
2025-01-18,TR014,184.3
2025-01-18,TR015,388.3
2025-01-18,TR016,344.5
2025-01-18,TR017,260.1
2025-01-18,TR018,768.9
2025-01-18,TR019,102.0
2025-01-18,TR020,760.1
2025-01-18,EX001,835.8
2025-01-18,EX002,596.7
2025-01-18,EX003,592.8
2025-01-18,EX004,202.2
2025-01-18,EX005,546.0
2025-01-18,DR001,387.6
2025-01-18,DR002,267.8
2025-01-18,DR003,558.3
2025-01-19,TR001,81.0
2025-01-19,TR002,306.7
2025-01-19,TR003,618.0
2025-01-19,TR004,453.1
2025-01-19,TR005,199.4
2025-01-19,TR006,81.1
2025-01-19,TR007,301.8
2025-01-19,TR008,530.2
2025-01-19,TR009,518.3
2025-01-19,TR010,187.5
2025-01-19,TR011,583.2
2025-01-19,TR012,899.1
2025-01-19,TR013,559.6
2025-01-19,TR014,512.7
2025-01-19,TR015,590.6
2025-01-19,TR016,801.3
2025-01-19,TR017,855.7
2025-01-19,TR018,113.6
2025-01-19,TR019,248.1
2025-01-19,TR020,174.9
2025-01-19,EX001,713.3
2025-01-19,EX002,117.4
2025-01-19,EX003,820.2
2025-01-19,EX004,96.9
2025-01-19,EX005,574.1
2025-01-19,DR001,306.0
2025-01-19,DR002,465.9
2025-01-19,DR003,442.3
2025-01-20,TR001,694.1
2025-01-20,TR002,487.2
2025-01-20,TR003,425.4
2025-01-20,TR004,678.8
2025-01-20,TR005,839.2
2025-01-20,TR006,731.0
2025-01-20,TR007,684.1
2025-01-20,TR008,479.9
2025-01-20,TR009,818.2
2025-01-20,TR010,478.8
2025-01-20,TR011,842.8
2025-01-20,TR012,738.4
2025-01-20,TR013,203.2
2025-01-20,TR014,118.5
2025-01-20,TR015,687.5
2025-01-20,TR016,642.4
2025-01-20,TR017,573.7
2025-01-20,TR018,880.5
2025-01-20,TR019,527.2
2025-01-20,TR020,365.3
2025-01-20,EX001,543.3
2025-01-20,EX002,103.3
2025-01-20,EX003,555.0
2025-01-20,EX004,820.0
2025-01-20,EX005,83.6
2025-01-20,DR001,773.1
2025-01-20,DR002,737.6
2025-01-20,DR003,167.0
2025-01-21,TR001,774.4
2025-01-21,TR002,706.1
2025-01-21,TR003,482.7
2025-01-21,TR004,281.1
2025-01-21,TR005,316.2
2025-01-21,TR006,582.1
2025-01-21,TR007,282.0
2025-01-21,TR008,346.8
2025-01-21,TR009,843.3
2025-01-21,TR010,678.0
2025-01-21,TR011,683.6
2025-01-21,TR012,863.9
2025-01-21,TR013,84.8
2025-01-21,TR014,280.5
2025-01-21,TR015,619.5
2025-01-21,TR016,439.4
2025-01-21,TR017,172.5
2025-01-21,TR018,720.6
2025-01-21,TR019,118.6
2025-01-21,TR020,526.0
2025-01-21,EX001,541.2
2025-01-21,EX002,601.5
2025-01-21,EX003,338.8
2025-01-21,EX004,99.4
2025-01-21,EX005,809.0
2025-01-21,DR001,841.9
2025-01-21,DR002,475.2
2025-01-21,DR003,96.9
2025-01-22,TR001,556.3
2025-01-22,TR002,339.1
2025-01-22,TR003,229.6
2025-01-22,TR004,218.5
2025-01-22,TR005,227.0
2025-01-22,TR006,351.3
2025-01-22,TR007,310.1
2025-01-22,TR008,765.9
2025-01-22,TR009,486.2
2025-01-22,TR010,430.7
2025-01-22,TR011,199.6
2025-01-22,TR012,798.2
2025-01-22,TR013,125.0
2025-01-22,TR014,276.4
2025-01-22,TR015,589.6
2025-01-22,TR016,655.9
2025-01-22,TR017,736.9
2025-01-22,TR018,416.4
2025-01-22,TR019,364.3
2025-01-22,TR020,316.6
2025-01-22,EX001,545.8
2025-01-22,EX002,365.9
2025-01-22,EX003,349.0
2025-01-22,EX004,93.9
2025-01-22,EX005,857.6
2025-01-22,DR001,129.7
2025-01-22,DR002,302.1
2025-01-22,DR003,835.6
2025-01-23,TR001,683.0
2025-01-23,TR002,554.1
2025-01-23,TR003,621.9
2025-01-23,TR004,159.6
2025-01-23,TR005,743.1
2025-01-23,TR006,285.1
2025-01-23,TR007,864.1
2025-01-23,TR008,269.7
2025-01-23,TR009,592.8
2025-01-23,TR010,527.2
2025-01-23,TR011,197.3
2025-01-23,TR012,377.6
2025-01-23,TR013,720.7
2025-01-23,TR014,254.3
2025-01-23,TR015,869.5
2025-01-23,TR016,322.3
2025-01-23,TR017,593.9
2025-01-23,TR018,587.5
2025-01-23,TR019,466.0
2025-01-23,TR020,617.4
2025-01-23,EX001,689.7
2025-01-23,EX002,587.6
2025-01-23,EX003,539.2
2025-01-23,EX004,577.4
2025-01-23,EX005,409.6
2025-01-23,DR001,138.1
2025-01-23,DR002,211.0
2025-01-23,DR003,577.5
2025-01-24,TR001,840.3
2025-01-24,TR002,101.1
2025-01-24,TR003,526.1
2025-01-24,TR004,286.7
2025-01-24,TR005,540.6
2025-01-24,TR006,694.7
2025-01-24,TR007,683.1
2025-01-24,TR008,674.4
2025-01-24,TR009,718.7
2025-01-24,TR010,139.5
2025-01-24,TR011,497.9
2025-01-24,TR012,294.7
2025-01-24,TR013,835.4
2025-01-24,TR014,722.0
2025-01-24,TR015,168.2
2025-01-24,TR016,279.5
2025-01-24,TR017,453.3
2025-01-24,TR018,869.6
2025-01-24,TR019,169.9
2025-01-24,TR020,545.7
2025-01-24,EX001,359.9
2025-01-24,EX002,610.0
2025-01-24,EX003,611.9
2025-01-24,EX004,277.3
2025-01-24,EX005,724.4
2025-01-24,DR001,154.8
2025-01-24,DR002,750.9
2025-01-24,DR003,253.8
2025-01-25,TR001,563.5
2025-01-25,TR002,364.8
2025-01-25,TR003,580.0
2025-01-25,TR004,299.3
2025-01-25,TR005,546.6
2025-01-25,TR006,86.7
2025-01-25,TR007,387.1
2025-01-25,TR008,757.6
2025-01-25,TR009,459.7
2025-01-25,TR010,489.4
2025-01-25,TR011,589.7
2025-01-25,TR012,436.1
2025-01-25,TR013,791.0
2025-01-25,TR014,410.7
2025-01-25,TR015,852.9
2025-01-25,TR016,799.1
2025-01-25,TR017,425.3
2025-01-25,TR018,380.0
2025-01-25,TR019,634.8
2025-01-25,TR020,699.4
2025-01-25,EX001,232.4
2025-01-25,EX002,277.7
2025-01-25,EX003,199.9
2025-01-25,EX004,703.8
2025-01-25,EX005,665.8
2025-01-25,DR001,235.0
2025-01-25,DR002,520.2
2025-01-25,DR003,706.7
2025-01-26,TR001,856.6
2025-01-26,TR002,226.4
2025-01-26,TR003,329.6
2025-01-26,TR004,365.6
2025-01-26,TR005,592.5
2025-01-26,TR006,191.9
2025-01-26,TR007,238.6
2025-01-26,TR008,720.0
2025-01-26,TR009,524.5
2025-01-26,TR010,211.5
2025-01-26,TR011,398.5
2025-01-26,TR012,190.3
2025-01-26,TR013,377.4
2025-01-26,TR014,408.2
2025-01-26,TR015,171.9
2025-01-26,TR016,129.1
2025-01-26,TR017,802.9
2025-01-26,TR018,807.9
2025-01-26,TR019,82.1
2025-01-26,TR020,605.8
2025-01-26,EX001,156.8
2025-01-26,EX002,744.3
2025-01-26,EX003,801.2
2025-01-26,EX004,585.6
2025-01-26,EX005,582.8
2025-01-26,DR001,384.6
2025-01-26,DR002,284.6
2025-01-26,DR003,489.4
2025-01-27,TR001,189.6
2025-01-27,TR002,631.2
2025-01-27,TR003,465.5
2025-01-27,TR004,225.6
2025-01-27,TR005,562.4
2025-01-27,TR006,732.2
2025-01-27,TR007,562.8
2025-01-27,TR008,514.3
2025-01-27,TR009,775.1
2025-01-27,TR010,88.8
2025-01-27,TR011,585.7
2025-01-27,TR012,415.9
2025-01-27,TR013,238.7
2025-01-27,TR014,883.3
2025-01-27,TR015,411.1
2025-01-27,TR016,354.9
2025-01-27,TR017,218.6
2025-01-27,TR018,898.2
2025-01-27,TR019,782.0
2025-01-27,TR020,137.4
2025-01-27,EX001,543.9
2025-01-27,EX002,200.9
2025-01-27,EX003,666.9
2025-01-27,EX004,476.9
2025-01-27,EX005,170.5
2025-01-27,DR001,536.8
2025-01-27,DR002,826.8
2025-01-27,DR003,359.8
2025-01-28,TR001,121.7
2025-01-28,TR002,855.1
2025-01-28,TR003,196.3
2025-01-28,TR004,469.5
2025-01-28,TR005,526.6
2025-01-28,TR006,274.4
2025-01-28,TR007,225.5
2025-01-28,TR008,172.8
2025-01-28,TR009,137.4
2025-01-28,TR010,496.7
2025-01-28,TR011,770.5
2025-01-28,TR012,183.9
2025-01-28,TR013,654.5
2025-01-28,TR014,418.3
2025-01-28,TR015,108.9
2025-01-28,TR016,519.5
2025-01-28,TR017,286.6
2025-01-28,TR018,576.3
2025-01-28,TR019,366.4
2025-01-28,TR020,626.5
2025-01-28,EX001,833.2
2025-01-28,EX002,280.5
2025-01-28,EX003,850.7
2025-01-28,EX004,247.5
2025-01-28,EX005,138.0
2025-01-28,DR001,238.0
2025-01-28,DR002,748.2
2025-01-28,DR003,635.6
2025-01-29,TR001,876.1
2025-01-29,TR002,662.1
2025-01-29,TR003,418.4
2025-01-29,TR004,811.8
2025-01-29,TR005,865.7
2025-01-29,TR006,729.2
2025-01-29,TR007,536.4
2025-01-29,TR008,757.1
2025-01-29,TR009,226.8
2025-01-29,TR010,818.3
2025-01-29,TR011,899.6
2025-01-29,TR012,625.4
2025-01-29,TR013,240.6
2025-01-29,TR014,198.4
2025-01-29,TR015,866.7
2025-01-29,TR016,794.5
2025-01-29,TR017,693.9
2025-01-29,TR018,858.3
2025-01-29,TR019,492.8
2025-01-29,TR020,808.0
2025-01-29,EX001,213.5
2025-01-29,EX002,229.9
2025-01-29,EX003,500.1
2025-01-29,EX004,352.7
2025-01-29,EX005,434.7
2025-01-29,DR001,734.5
2025-01-29,DR002,123.8
2025-01-29,DR003,671.1
2025-01-30,TR001,152.3
2025-01-30,TR002,775.0
2025-01-30,TR003,245.6
2025-01-30,TR004,682.6
2025-01-30,TR005,565.3
2025-01-30,TR006,396.2
2025-01-30,TR007,299.4
2025-01-30,TR008,127.1
2025-01-30,TR009,369.8
2025-01-30,TR010,244.4
2025-01-30,TR011,191.4
2025-01-30,TR012,685.6
2025-01-30,TR013,254.3
2025-01-30,TR014,263.0
2025-01-30,TR015,359.2
2025-01-30,TR016,459.4
2025-01-30,TR017,501.2
2025-01-30,TR018,624.9
2025-01-30,TR019,562.6
2025-01-30,TR020,475.0
2025-01-30,EX001,403.0
2025-01-30,EX002,297.9
2025-01-30,EX003,662.2
2025-01-30,EX004,340.4
2025-01-30,EX005,776.7
2025-01-30,DR001,560.7
2025-01-30,DR002,599.8
2025-01-30,DR003,497.2
2025-01-31,TR001,841.4
2025-01-31,TR002,425.7
2025-01-31,TR003,430.1
2025-01-31,TR004,812.3
2025-01-31,TR005,576.0
2025-01-31,TR006,448.3
2025-01-31,TR007,295.0
2025-01-31,TR008,280.9
2025-01-31,TR009,737.2
2025-01-31,TR010,309.2
2025-01-31,TR011,84.7
2025-01-31,TR012,96.0
2025-01-31,TR013,882.3
2025-01-31,TR014,539.1
2025-01-31,TR015,481.0
2025-01-31,TR016,832.7
2025-01-31,TR017,368.4
2025-01-31,TR018,731.9
2025-01-31,TR019,671.9
2025-01-31,TR020,471.2
2025-01-31,EX001,715.2
2025-01-31,EX002,871.9
2025-01-31,EX003,244.5
2025-01-31,EX004,94.4
2025-01-31,EX005,753.6
2025-01-31,DR001,410.9
2025-01-31,DR002,526.4
2025-01-31,DR003,262.4
2025-02-01,TR001,770.3
2025-02-01,TR002,671.4
2025-02-01,TR003,861.8
2025-02-01,TR004,469.7
2025-02-01,TR005,880.8
2025-02-01,TR006,498.9
2025-02-01,TR007,589.6
2025-02-01,TR008,632.8
2025-02-01,TR009,481.6
2025-02-01,TR010,541.5
2025-02-01,TR011,263.1
2025-02-01,TR012,377.1
2025-02-01,TR013,655.6
2025-02-01,TR014,112.0
2025-02-01,TR015,654.3
2025-02-01,TR016,329.1
2025-02-01,TR017,302.9
2025-02-01,TR018,648.7
2025-02-01,TR019,256.3
2025-02-01,TR020,868.6
2025-02-01,EX001,892.4
2025-02-01,EX002,455.6
2025-02-01,EX003,409.2
2025-02-01,EX004,144.8
2025-02-01,EX005,718.1
2025-02-01,DR001,213.4
2025-02-01,DR002,845.1
2025-02-01,DR003,892.3
2025-02-02,TR001,180.4
2025-02-02,TR002,640.1
2025-02-02,TR003,462.1
2025-02-02,TR004,523.7
2025-02-02,TR005,227.3
2025-02-02,TR006,673.3
2025-02-02,TR007,216.6
2025-02-02,TR008,805.9
2025-02-02,TR009,452.3
2025-02-02,TR010,600.6
2025-02-02,TR011,835.9
2025-02-02,TR012,685.1
2025-02-02,TR013,523.5
2025-02-02,TR014,410.2
2025-02-02,TR015,459.0
2025-02-02,TR016,360.2
2025-02-02,TR017,855.9
2025-02-02,TR018,287.3
2025-02-02,TR019,415.7
2025-02-02,TR020,718.1
2025-02-02,EX001,378.8
2025-02-02,EX002,807.0
2025-02-02,EX003,279.3
2025-02-02,EX004,105.7
2025-02-02,EX005,595.6
2025-02-02,DR001,496.8
2025-02-02,DR002,845.1
2025-02-02,DR003,427.0
2025-02-03,TR001,191.2
2025-02-03,TR002,350.4
2025-02-03,TR003,402.4
2025-02-03,TR004,558.2
2025-02-03,TR005,305.1
2025-02-03,TR006,531.3
